Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
MN56,CHARLTON BUILDING,ROCHESTER,MN,44.018333,-92.451667,1086,
MN57,MAURICE SUGDEN FLYING SVC PVT ST,HALLOCK,MN,48.79,-96.936667,821,
MN58,SKY MEADOW,HASTINGS,MN,44.698333,-92.863333,820,
MN59,DISTRICT ONE HOSPITAL,FARIBAULT,MN,44.29,-93.258333,1065,
MN60,ITZEN AIR STRIP,HERMAN,MN,45.763333,-96.215,1053,
MN61,WARD,HOLLANDALE,MN,43.76,-93.178333,1205,
MN62,QUAST,HUTCHINSON,MN,44.85,-94.35,1050,
MN63,STOCKER PVT,JORDAN,MN,44.683333,-93.636667,855,
MN64,H REDER FLD,LAKEFIELD,MN,43.695,-95.171667,1504,
MN65,MEEKER COUNTY MEMORIAL HOSPITAL,LITCHFIELD,MN,45.12,-94.53,1135,
MN66,INGLESIDE,LORETTO,MN,45.081667,-93.668333,1021,
MN67,SKY PARK,LYDIA,MN,44.66,-93.518333,940,
MN68,PANGERL,BRAHAM,MN,45.7,-93.371667,990,
MN69,MAPLE,MAPLE PLAIN,MN,45.003333,-93.671667,1026,
MN71,ZIERMANN,MAYER,MN,44.875,-93.891667,988,
MN73,SNELL'S,MARCELL,MN,47.643333,-93.735,1360,
MN74,B & D FLYERS INT'L,MINNESOTA LAKE,MN,43.83,-93.84,1055,
MN75,PERHAM MEMORIAL HOSPITAL,PERHAM,MN,46.595,-95.583333,1390,
MN76,JOYNER,MONTICELLO,MN,45.316667,-93.816667,940,
MN77,MARTIN'S FIELD,MOORHEAD,MN,46.923333,-96.715,900,
MN78,TURTLE LAKE,BEMIDJI,MN,47.616667,-94.866667,1344,
MN79,SCHROEDER,BECKER,MN,45.431667,-93.858333,970,
MN81,J J AND T,EAST GRAND FORKS,MN,47.988333,-97.031667,828,
MN83,INTERNATIONAL FALLS MEMORIAL,INTERNATIONAL FALLS,MN,48.595,-93.431667,1110,
MN84,BACHAND,OKLEE,MN,47.813333,-95.891667,1100,
MN85,SWIDERSKI FIELD,ONAMIA,MN,46.033333,-93.661667,1250,
MN86,SKY MANOR AERO ESTATES,PARK RAPIDS,MN,47.045,-95.123333,1492,
MN88,EMPIRE VALLEY,PAYNESVILLE,MN,45.286667,-94.675,1160,
MN89,AEROVILLA,PERHAM,MN,46.616667,-95.65,1374,
MN90,PERKINS LAZY MEADOWS,PIPESTONE,MN,44.035,-96.313333,1750,
MN91,REYNOLDS FIELD,PRINCETON,MN,45.536667,-93.513333,985,
MN92,LENNARTSON,PROCTOR,MN,46.75,-92.3,1250,
MN93,CHANDLER FIELD,RANDALL,MN,46.105,-94.516667,1200,
MN94,MILLE LACS,ONAMIA,MN,46.073333,-93.661667,1100,
MN95,VELO AIRSTRIP,ROTHSAY,MN,46.511667,-96.191667,1386,
MN96,ROHWER,RUSHMORE,MN,43.598333,-95.816667,1640,
MN97,THENS PRIVATE AIRSTRIP,ST CLOUD,MN,45.59,-94.205,1042,
MN98,AERO-PLAIN,ST FRANCIS,MN,45.411667,-93.385,931,
MNF,MOUNTAIN VIEW,MOUNTAIN VIEW,MO,36.993333,-91.715,1181,122.8
MNI,SANTEE COOPER REGIONAL,MANNING,SC,33.586667,-80.208333,104,122.8
MNM,MENOMINEE-MARINETTE TWIN COUNTY,MENOMINEE,MI,45.126667,-87.638333,625,122.8
MNN,MARION MUNI,MARION,OH,40.616667,-83.063333,994,122.8
MNV,MONROE COUNTY,MADISONVILLE,TN,35.545,-84.38,1031,123
MNZ,HAMILTON MUNI,HAMILTON,TX,31.67,-98.146667,1320,122.7
MO03,MODERS,HOUSE SPRINGS,MO,38.425,-90.583333,465,
MO04,LYELL,HUNNEWELL,MO,39.716667,-91.85,769,
MO05,KAHOKA MUNI,KAHOKA,MO,40.425,-91.713333,700,122.9
MO06,HEART,KANSAS CITY,MO,39.075,-94.506667,780,122.9
MO07,BAGNELL,LAKE OZARK,MO,38.2,-92.616667,659,122.9
MO08,LAKE WINNEBAGO MUNI,LAKE WINNEBAGO,MO,38.815,-94.308333,959,122.8
MO09,SHARPE FARMS,LEWISTOWN,MO,40.023333,-91.873333,702,
MO10,LIBERTY,LIBERTY,MO,39.291667,-94.441667,1004,122.8
MO11,LINCOLN MUNI,LINCOLN,MO,38.403333,-93.333333,940,122.9
MO12,ST LUKES HOSPITAL WEST,CHESTERFIELD,MO,38.651667,-90.503333,505,
MO13,TWIN CITY AIRPARK,MARBLE HILL,MO,37.313333,-89.996667,421,122.9
MO14,MANSFIELD MUNI,MANSFIELD,MO,37.128333,-92.621667,1500,122.9
MO15,BECKNER FLD,MARSHFIELD,MO,37.388333,-92.956667,1285,
MO16,MEMPHIS MEMORIAL,MEMPHIS,MO,40.45,-92.233333,829,122.9
MO17,MONTGOMERY-WEHRMAN,MONTGOMERY CITY,MO,39.013333,-91.42,778,122.8
MO18,CLEVENGER,BLUE SPRINGS,MO,38.946667,-94.248333,990,
MO19,MOUNTAIN GROVE MEMORIAL,MOUNTAIN GROVE,MO,37.12,-92.311667,1476,122.9
MO20,MOUNT VERNON MUNI,MOUNT VERNON,MO,37.068333,-93.885,1244,122.9
MO21,ST JOSEPH HEALTH CENTER,KANSAS CITY,MO,38.936667,-94.605,900,
MO22,SKY HARBOR,JOPLIN,MO,37.066667,-94.583333,980,
MO23,TAN TAR A RESORT,OSAGE BEACH,MO,38.133333,-92.733333,659,122.9
MO24,OSCEOLA MUNI,OSCEOLA,MO,38.016667,-93.7,900,122.9
MO25,WATSON,PATTONSBURG,MO,40.071667,-94.146667,850,
MO26,PETERSON FARM,KEARNEY,MO,39.393333,-94.353333,860,
MO27,PIEDMONT MUNI,PIEDMONT,MO,37.126667,-90.713333,467,122.8
MO28,PLATTSBURG AIRPARK,PLATTSBURG,MO,39.595,-94.463333,1020,122.9
MO29,INTER-STATE,PLEASANT HILL,MO,38.771667,-94.335,960,
MO30,WASHINGTON COUNTY,POTOSI,MO,37.928333,-90.731667,955,122.9
MO31,MALINA,ROGERSVILLE,MO,37.05,-93.071667,1350,
MO32,PRINCETON-KAUFFMAN MEMORIAL,PRINCETON,MO,40.421667,-93.598333,858,122.9
MO34,RICHLAND MUNI,RICHLAND,MO,37.875,-92.408333,1110,122.9
MO37,ST LOUIS DOWNTOWN,ST LOUIS,MO,38.626667,-90.181667,400,123.05
MO38,TABLE ROCK,BRANSON,MO,36.638333,-93.278333,1000,
MO39,JOHN THE DIVER,BRANSON,MO,36.651667,-93.345,1200,
MO40,SALEM MEMORIAL HOSPITAL,SALEM,MO,37.651667,-91.568333,1170,
MO41,SALISBURY MUNI,SALISBURY,MO,39.428333,-92.853333,650,122.9
MO42,FLYING BAR H RANCH,SPRINGFIELD,MO,37.183333,-93.133333,1375,122.9
MO43,STOCKTON MUNI,STOCKTON,MO,37.66,-93.816667,1042,122.9
MO44,ST JOSEPH HEALTH CENTER,ST CHARLES,MO,38.783333,-90.483333,530,
MO45,MUD HARBOR,SUNRISE BEACH,MO,38.18,-92.69,659,122.9
MO47,BOLLINGER-CRASS MEMORIAL,VAN BUREN,MO,37.006667,-91.006667,647,122.9
MO49,WASHINGTON MEMORIAL,WASHINGTON,MO,38.591667,-90.998333,487,122.8
MO50,WENTZVILLE,WENTZVILLE,MO,38.821667,-90.833333,643,122.9
MO51,SCHABACK STRIP,WESTON,MO,39.423333,-94.848333,1000,
MO52,SKYRIDERS,WHEATLAND,MO,37.866667,-93.383333,900,
MO53,WINDSOR MUNI,WINDSOR,MO,38.546667,-93.506667,932,122.9
MO55,ST LOUIS UNIVERSITY HOSPITAL,ST LOUIS,MO,38.621667,-90.233333,550,
MO56,LOST MINE,DUGGINSVILLE,MO,36.515,-92.64,820,
MO57,HENDERSON MOUNDS E B G,EAST PRAIRIE,MO,36.706667,-89.466667,295,
MO58,WALDEMER FLYING W RANCH,FAIRDEALING,MO,36.658333,-90.64,460,
MO6,WASHINGTON REGIONAL AIRPORT,WASHINGTON,MO,38.588,-90.994,488,122.8
MO60,DURHAM FARM,FREEMAN,MO,38.58,-94.483333,980,
MO61,BEL-VOIR ACRES NR 2,GOLDEN,MO,36.558333,-93.641667,1139,
MO62,HIBBS FARM,SHERIDAN,MO,40.51,-94.581667,1150,
MO63,SPELMAN/ST. LUKE'S HOSPITAL,KANSAS CITY,MO,39.251667,-94.646667,1061,
MO64,KIMBERLING AIRWAYS,KIMBERLING CITY,MO,36.61,-93.445,1000,
MO65,MISTY MEADOWS,KIRBYVILLE,MO,36.583333,-93.103333,940,
MO66,FERGUSON,MARSHFIELD,MO,37.331667,-92.896667,1550,
MO67,HAYES FIELD,POPLAR BLUFF,MO,36.711667,-90.313333,323,
MO68,EADS RIDGE,FAIR GROVE,MO,37.405,-93.1,1310,
MO69,BAPTIST MEDICAL CENTER,KANSAS CITY,MO,39.006667,-94.576667,170,
MO70,ST FRANCIS HOSPITAL,MARYVILLE,MO,40.328333,-90.876667,1115,
MO72,FLYING 'J' RANCH,VAN BUREN,MO,37.04,-90.866667,690,
MO73,ROLLING SHOALS FARM,WILLIAMSVILLE,MO,36.988333,-90.558333,450,
MO74,CEDAR CREEK,COLUMBIA,MO,38.921667,-92.17,820,
MO75,BROWNSBERGER,MONTROSE,MO,38.305,-94.053333,794,
MO76,CLEVELAND,FAIRFAX,MO,40.341667,-95.31,1070,
MO77,ARNIKA RANCH,AVA,MO,36.975,-92.543333,1320,
MO78,STICKLE CATTLE FARMS,BELLE,MO,38.316667,-91.783333,700,
MO79,SKY RANCH II,BELLEVIEW,MO,37.68,-90.715,1060,
MO80,JOHNSTON'S NEST AERODROME,MOUNTAIN GROVE,MO,37.16,-92.323333,1482,
MO81,DOVE AIRSTRIP,BISMARCK,MO,37.671667,-90.615,1080,
MO82,HOWARD,GORIN,MO,40.408333,-92.056667,740,
MO83,WIDMARK,GREEN CITY,MO,40.253333,-92.955,1045,
MO84,DROMEY,GREENSBURG,MO,40.283333,-92.216667,825,
MO85,LAWRENCE SMITH MEMORIAL,HARRISONVILLE,MO,38.605,-94.346667,900,123
MO86,HERMANN MUNI,HERMANN,MO,38.705,-91.488333,510,122.9
MO87,POWIS,OAK GROVE,MO,38.946667,-94.161667,879,
MO88,FEUTZ,HATTON,MO,39.1,-92.01,890,
MO89,BOWLAREO,LAURIE,MO,38.175,-92.858333,930,
MO91,BARNES HOSPITAL,ST LOUIS,MO,38.636667,-90.263333,550,
MO92,DEPAUL HEALTH CENTER,BRIDGETON,MO,38.75,-90.433333,543,
MO93,LAURIE'S LANDING,BUFFALO,MO,37.518333,-93.093333,1210,
MO94,STARR,TRIMBLE,MO,39.5,-94.58,1000,
MO95,HAWKINS,CARROLLTON,MO,39.441667,-93.661667,720,
MO96,RAY JOHNSON INC,CENTERVILLE,MO,37.416667,-90.963333,950,
MO97,DOCTORS HOSPITAL-WENTZVILLE,WENTZVILLE,MO,38.828333,-90.863333,620,
MO98,FLYING M RANCH,CLEVELAND,MO,38.713333,-94.585,985,
MO99,MILLER,CLIMAX SPRINGS,MO,38.116667,-93.076667,1000,
MOB,MOBILE REGIONAL,MOBILE,AL,30.691667,-88.243333,218,118.3
MOD,MODESTO CITY-COUNTY--HARRY SHAM,MODESTO,CA,37.625,-120.955,97,120
MOP,MOUNT PLEASANT MUNI,MOUNT PLEASANT,MI,43.621667,-84.736667,755,123
MOR,MOORE-MURRELL,MORRISTOWN,TN,36.18,-83.375,1313,122.8
MOS,MOSES POINT,ELIM,AK,64.698333,-162.05667,14,122.8
MOT,MINOT INTL,MINOT,ND,48.257639,-101.27803,1715,118.2
MOU,MOUNTAIN VILLAGE,MOUNTAIN VILLAGE,AK,62.095,-163.68167,336,122.9
MOX,MORRIS MUNI,MORRIS,MN,45.566667,-95.968333,1130,122.8
MPE,PHILADELPHIA MUNI,PHILADELPHIA,MS,32.8,-89.126667,456,123
MPJ,PETIT JEAN PARK,MORRILTON,AR,35.138333,-92.91,923,122.8
MPO,POCONO MOUNTAINS MUNI,MOUNT POCONO,PA,41.136667,-75.378333,1916,122.8
MPR,MC PHERSON,MC PHERSON,KS,38.355,-97.691667,1497,122.8
MPV,EDWARD F KNAPP STATE,BARRE/MONTPELIER,VT,44.203333,-72.561667,1165,122.8
MPZ,MOUNT PLEASANT MUNI,MOUNT PLEASANT,IA,40.946667,-91.511667,734,122.9
MQB,MACOMB MUNI,MACOMB,IL,40.52,-90.651667,705,122.8
MQI,DARE COUNTY REGIONAL,MANTEO,NC,35.918333,-75.695,14,122.8
MQJ,MOUNT COMFORT,INDIANAPOLIS,IN,39.843333,-85.896667,862,122.7
MQS,CHESTER CO,COATESVILLE,PA,39.97897,-75.86547,660,122.7
MQT,MARQUETTE COUNTY,MARQUETTE,MI,46.533333,-87.561667,1419,123
MQW,TELFAIR-WHEELER,MC RAE,GA,32.095,-82.88,203,122.9
MQY,SMYRNA,SMYRNA,TN,36.008333,-86.52,543,118.5
MRB,EASTERN WV REGIONAL/SHEPHERD,MARTINSBURG,WV,39.401667,-77.985,557,124.3
MRC,MAURY COUNTY,COLUMBIA/MOUNT PLEASANT,TN,35.555,-87.18,677,122.8
MRF,MARFA MUNI,MARFA,TX,30.37,-104.01667,4847,122.8
MRH,MICHAEL J. SMITH FIELD,BEAUFORT,NC,34.733333,-76.66,11,122.8
MRI,MERRILL FIELD,ANCHORAGE,AK,61.215,-149.84667,137,122.95
MRN,MORGANTON-LENOIR,MORGANTON,NC,35.821667,-81.611667,1266,122.7
MRT,UNION COUNTY AIRPORT,MARYSVILLE,OH,40.22,-83.35,1021,122.8
MRY,MONTEREY PENINSULA,MONTEREY,CA,36.586667,-121.84333,254,118.4
MS02,FUNDAROSA,MOSS POINT,MS,30.473333,-88.476667,12,122.9
MS03,POPLARVILLE-PEARL RIVER COUNTY,POPLARVILLE,MS,30.786667,-89.505,320,122.9
MS04,PRENTISS-JEFFERSON DAVIS COUNTY,PRENTISS,MS,31.595,-89.906667,454,122.8
MS05,RICHTON-PERRY COUNTY,RICHTON,MS,31.316667,-88.935,167,122.9
MS06,DEAN GRIFFIN MEMORIAL,WIGGINS,MS,30.843333,-89.16,270,122.8
MS08,ABIDE AIRPARK,GREENVILLE,MS,33.305,-90.99,115,122.9
MS09,GLIDWELL FLYING SERVICE,ALLIGATOR,MS,34.101667,-90.701667,160,
MS10,TURNER FIELD,BELZONI,MS,33.158333,-90.505,109,
MS11,MOHR FARM,BRANDON,MS,32.208333,-89.941667,360,
MS12,LAKE WASHINGTON,FOOTE,MS,33.106667,-91.068333,116,
MS13,EIFLING FARMS,GLEN ALLAN,MS,33.075,-90.953333,110,
MS14,TONNAR,GLEN ALLAN,MS,33.028333,-90.953333,109,
MS15,COUNTRY CLUB,GREENVILLE,MS,33.331667,-91.036667,117,
MS16,GREENWOOD-LEFLORE HOSPITAL,GREENWOOD,MS,33.52,-90.201667,130,
MS17,MEMORIAL HOSPITAL,GULFPORT,MS,30.368333,-89.115,33,
MS18,BILLUPS PLANTATION,INDIANOLA,MS,33.45,-90.728333,120,
MS19,MONTGOMERY,INVERNESS,MS,33.366667,-90.613333,120,
MS20,NEWELL FLYING SERVICE,INVERNESS,MS,33.355,-90.578333,126,
MS21,LESTER FIELD,INVERNESS,MS,33.331667,-90.581667,115,
MS22,MURPHEY FLYING SERVICE,ITTA BENA,MS,33.488333,-90.356667,120,
MS23,UNIV OF MS MEDICAL CENTER,JACKSON,MS,32.333333,-90.166667,350,
MS24,JOE SANFORD FIELD,EDWARDS,MS,32.246667,-90.581667,180,
MS25,HUNTLEY,LELAND,MS,33.398333,-90.968333,117,
MS27,TATE,LELAND,MS,33.416667,-90.891667,126,
MS28,ALCORN STATE UNIVERSITY,LORMAN,MS,31.868333,-91.135,269,
MS29,MANTACHIE,MANTACHIE,MS,34.383333,-88.533333,322,
MS32,ANDERSONS HOSPITAL,MERIDIAN,MS,32.368333,-88.698333,298,
MS33,HOBBS,MOORHEAD,MS,33.416667,-90.495,115,
MS34,REALITY PLANTATION,ONWARD,MS,32.698333,-90.946667,98,
MS35,WADE,ROLLING FORK,MS,32.981667,-90.965,106,
MS37,COTTONWING,SHAW,MS,33.583333,-90.691667,127,
MS38,FLAUTT,SWAN LAKE,MS,33.871667,-90.283333,145,
MS39,SMITH COUNTY,TAYLORSVILLE,MS,31.821667,-89.458333,332,
MS40,SOUTHLAND FLYING SERVICE INC.,TCHULA,MS,33.233333,-90.233333,115,
MS41,FLYING Y SERVICE,TUTWILER,MS,34,-90.425,149,
MS42,MISSISSIPPI PETRIFIED FOREST,FLORA,MS,32.52,-90.323333,265,
MS43,WHITAKER,VICKSBURG,MS,32.551667,-90.83,98,
MS44,BELL,WINTERVILLE,MS,33.5,-91.066667,131,
MS45,DALE LANDING STRIP,YOKENA,MS,32.156667,-91.125,85,
MS46,ST DOMINIC-JACKSON MEMORIAL HOSP,JACKSON,MS,32.333333,-90.165,353,
MS47,SOUTHWEST REGIONAL MEDICAL CENTE,MCCOMB,MS,31.243333,-90.468333,413,
MS49,HOPPY FIELD,MC COMB,MS,31.408333,-90.525,380,
MS50,CLAY,MONTICELLO,MS,31.58,-90.111667,201,
MS51,BELLE-TERRE,PICAYUNE,MS,30.53,-89.608333,80,
MS52,GLORICE P WILLS,POPLARVILLE,MS,30.805,-89.66,155,
MS53,WOLF RIVER RANCH,POPLARVILLE,MS,30.915,-89.445,365,
MS54,BURNEY FARMS,COFFEEVILLE,MS,34.01,-89.736667,285,
MS55,SCHLOSS ADLERS,RED BANKS,MS,34.811667,-89.578333,478,
MS56,GMH,AMORY,MS,33.978333,-88.476667,225,
MS57,FRED NETTERVILLE LBR CO WILKINSO,WOODVILLE,MS,31.22,-91.24,120,
MS58,TULLOS FIELD,FLORENCE,MS,32.165,-90.043333,300,
MS60,LUNDYS,BILOXI,MS,30.455,-88.938333,22,
MS61,SIMPSON FIELD,PICAYUNE,MS,30.625,-89.733333,175,
MS63,RYE FIELD,SMITHVILLE,MS,34.055,-88.371667,330,
MS64,BERRYHILL FARMS,TERRY,MS,32.068333,-90.311667,315,
MS65,DELTA FLYING SERVICE INC,WALLS,MS,34.95,-90.2,210,
MS66,KENNEDY EXECUTIVE,BILOXI,MS,30.446667,-88.926667,42,
MS67,GULF COAST COMMUNITY HOSP-EMERG,BILOXI,MS,30.39,-88.998333,18,
MS68,LAMB'S FIELD,MANTACHIE,MS,34.326667,-88.573333,458,
MS69,FALCON FIELD,STAR,MS,32.108333,-90.046667,415,
MS70,RAINBOW FIELD,CALHOUN CITY,MS,33.788333,-89.298333,265,
MS71,SLOBOVIA OUTERNATIONAL,POCAHONTAS,MS,32.495,-90.293333,250,
MS72,SINGING RIVER HOSPITAL,PASCAGOULA,MS,30.373333,-88.535,16,
MS73,SEGARS,IUKA,MS,34.753333,-88.218333,580,
MS74,LEE'S FIELD,PICAYUNE,MS,30.536667,-89.511667,100,
MS75,ROBERTS REALTY,BILOXI,MS,30.45,-88.916667,38,
MS76,WADE FIELD,CALHOUN CITY,MS,33.773333,-89.243333,300,
MS77,LANG FLYING SERVICE,INVERNESS,MS,33.331667,-90.643333,114,
MS78,PLANTERSVILLE,PLANTERSVILLE,MS,34.168333,-88.641667,250,
MS79,PARKVIEW REGIONAL MEDICAL CENTER,VICKSBURG,MS,32.346667,-90.858333,252,
MS80,TUPELO INDUSTRIAL AIRPARK,TUPELO,MS,34.176667,-88.688333,265,122.9
MS82,SHADE TREE FIELD,LYMAN,MS,30.51,-89.146667,50,
MS83,ALTON FIELD,HARRISVILLE,MS,32.03,-90.101667,850,
MS84,MISSISSIPPI BAPTIST MEDICAL CENT,JACKSON,MS,32.315,-90.178333,365,
MS85,SKELTON,SHAW,MS,33.598333,-90.803333,130,
MS86,OGLESBY FARMS INC.,GLEN ALLAN,MS,33.05,-91.083333,110,
MS87,BEN L. BRIGGS,PASCAGOULA,MS,30.37,-88.556667,14,
MS88,SCHWEGMANN FIELD,POPLARVILLE,MS,30.776667,-89.725,180,
MS89,GULFPORT JAIL,GULFPORT,MS,30.438333,-89.06,50,
MS90,RUDDER FIELD,CANTON,MS,32.6,-90.068333,230,
MS91,ADJUTANT GENERAL OFFICE,JACKSON,MS,32.325,-90.166667,340,
MS92,PURVIS FIELD,ELLISVILLE,MS,31.561667,-89.09,235,
MS93,HOOPER SKYLARK FIELD,MC NEIL,MS,30.726667,-89.731667,150,
MS94,NWMRMC,CLARKSDALE,MS,34.178333,-90.551667,168,
MS95,WESTERVELT,PASS CHRISTIAN,MS,30.318333,-89.233333,26,
MS96,BARRETT FIELD,PHILADELPHIA,MS,32.766667,-89.1,435,
MS97,VA HOSPITAL,BILOXI,MS,30.415,-88.943333,27,
MS98,FARMCO FIELD,LUCEDALE,MS,30.766667,-88.6,130,
MS99,ROCKING T RANCH,BAY ST LOUIS,MS,30.255,-89.541667,14,
MSA,MOUNT PLEASANT MUNI,MOUNT PLEASANT,TX,33.128333,-94.976667,404,122.7
MSL,MUSCLE SHOALS REGIONAL,MUSCLE SHOALS,AL,34.745,-87.61,550,123.6
MSN,DANE COUNTY REGIONAL-TRUAX FIELD,MADISON,WI,43.14,-89.336667,862,119.3
MSO,MISSOULA INTERNATIONAL,MISSOULA,MT,46.916667,-114.09,3201,118.4
MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CH,MINNEAPOLIS,MN,44.881957,-93.221766,841,
MSS,MASSENA INTL-RICHARDS FIELD,MASSENA,NY,44.935,-74.845,215,123
MSV,SULLIVAN COUNTY INTL,MONTICELLO,NY,41.701667,-74.795,1403,122.8
MSY,NEW ORLEANS INTL/MOISANT FLD/,NEW ORLEANS,LA,29.993333,-90.258333,6,
MT02,FAIRGROUNDS AIRPARK,HARDIN,MT,45.725,-107.6,2911,122.8
MT03,MORRIS RANCH,BELLE CREEK,MT,45.033333,-105.13333,3682,
MT04,OLFERT,LUSTRE,MT,48.405,-106.00833,2750,
MT05,AIRPARK OSCAR'S,BILLINGS,MT,45.706667,-108.62167,3190,
MT06,DUNCAN,HELENA,MT,46.57,-112.175,4260,
MT07,LANGHUS AIRSTRIP,MELVILLE,MT,46.041667,-110.15833,5785,
MT08,MATOVICH,MOSBY,MT,47.09,-107.79167,2770,
MT09,FLOYD RANCH,OPHEIM,MT,48.846667,-106.60833,2948,
MT10,MACKAY RANCH,ROSCOE,MT,45.32,-109.54833,5400,
MT11,ETCHART FIELD,TAMPICO,MT,48.316667,-106.83333,2157,
MT12,SMITH FIELD,BUTTE,MT,45.938333,-112.565,6000,
MT13,WHITE SULPHUR SPRINGS RANGER STA,WHITE SULPHUR SPRINGS,MT,46.551667,-110.91333,5160,
MT14,JERRY CREEK,WISE RIVER,MT,45.823333,-112.88667,5940,
MT15,FORT HARRISON AAF,HELENA,MT,46.625,-112.11,4050,
MT16,BUFFALO TRAIL RANCH STRIP,OVANDO,MT,47.013333,-113.28333,3906,
MT17,WURTZ,KALISPELL,MT,48.905,-114.38167,3800,
MT18,SILVER CITY,HELENA,MT,46.75,-112.18,4380,
MT19,OLSON,RONAN,MT,47.591667,-114.05167,3300,
MT20,HOLLSTEIN RANCH,WIBAUX,MT,46.858333,-104.09833,2778,
MT21,FLYING ARROW RANCH,BUTTE,MT,45.916667,-112.55167,5900,
MT22,TEZAK'S-COLTERVILLE-SPUR,SHERIDAN,MT,45.4,-112.16667,5000,
MT23,ST PATRICK HOSPITAL,MISSOULA,MT,46.871667,-114.00167,3181,
MT24,BEACON STAR ANTIQUE AIRFIELD,MOORE,MT,46.971667,-109.61333,4320,
MT25,ST VINCENT HOSPITAL,BILLINGS,MT,45.783333,-108.50167,3300,
MT26,RANCH STRIP,GREAT FALLS,MT,47.473333,-111.24167,3350,
MT27,COLUMBUS HOSPITAL,GREAT FALLS,MT,49.488333,-111.29667,3418,
MT28,KALISPELL REGIONAL HOSPITAL HELI,KALISPELL,MT,48.213333,-114.325,2975,
MT29,SUNDAY CREEK AIRPARK,MILES CITY,MT,46.478333,-105.85833,2490,
MT30,TRAPPER CREEK STRIP,CONNER,MT,45.94,-114.13667,4040,
MT31,CENTRAL MONTANA HOSPITAL AND NUR,LEWISTOWN,MT,47.058333,-109.44,4200,
MT32,CKYE FIELD,STEVENSVILLE,MT,46.538333,-114.04,3600,
MT33,BAIR,ULM,MT,47.41,-111.48667,3340,
MT34,RUFF,CUSTER,MT,46.133333,-107.55,2740,
MT35,ST PETER'S COMMUNITY HOSPITAL,HELENA,MT,46.585,-111.99667,4115,
MT36,COTTONTAIL RANCH,MELVILLE,MT,46.131667,-110.04667,5340,
MT37,SANDERS,KALISPELL,MT,48.125,-114.24,2910,
MT38,SWANK,POPLAR,MT,48.403333,-105.15333,2205,
MT39,SEARIGHT,POLEBRIDGE,MT,48.815,-114.36167,3932,
MT40,HORNER FIELD,GREAT FALLS,MT,47.591667,-111.27167,3430,
MT41,JEFCO SKYPARK,WHITEHALL,MT,45.878333,-112.11667,4510,
MT42,HASSKAMP,THREE FORKS,MT,45.91,-111.51333,4052,
MT43,KLIES AIR STRIP,BASIN,MT,46.346667,-112.34333,6300,
MT44,MISSOULA UNIT,MISSOULA,MT,46.855,-114.05833,3145,
MT45,CASTLEBERRY,EKALAKA,MT,45.908333,-104.57667,3373,
MT46,LAKEVIEW,LAKEVIEW,MT,44.616667,-111.79833,6630,
MT47,METZEL CREEK,LAKEVIEW,MT,44.686667,-111.89333,6691,
MT48,FLYING Y RANCH,LIVINGSTON,MT,45.435,-110.645,4857,
MT49,FORD'S SOUTH,LOLO,MT,46.923333,-114.08833,3200,
MT50,LANNING RANCH,ALZADA,MT,45.088333,-104.82,3995,
MT51,ZERBE,FRAZER,MT,48.276667,-105.96167,2720,
MT52,NINE MILE,HUSON,MT,47.078333,-114.41333,3364,
MT53,CARSON FIELD,KALISPELL,MT,48.095,-114.85167,3550,
MT54,WEAVER,KALISPELL,MT,48.243333,-114.245,2929,
MT55,DEACONESS MEDICAL CENTER OF BILL,BILLINGS,MT,45.786667,-108.51667,3137,
MT56,SOURDOUGH ISLAND ON SALMON LAKE,SEELEY LAKE,MT,47.1,-113.41833,3980,
MT57,KLAPMEIER RANCH,BOYES,MT,45.325,-105.14833,3200,
MT58,GARLICK,HAMILTON,MT,46.206667,-114.15333,3620,122.8
MT59,GARDNER,HAMMOND,MT,45.266667,-104.85667,3560,
MT60,CIMINO AIRSTRIP,POLEBRIDGE,MT,48.813333,-114.35333,3884,
MT61,RED MOUNTAIN,HELENA,MT,46.516667,-112.20167,5550,
MT62,TED LUARK PRIVATE,HUSON,MT,47.066667,-114.485,3500,
MT63,LEE METCALF NATIONAL WILDLIFE RE,STEVENSVILLE,MT,46.555,-114.07333,3315,
MT64,MINERAL COUNTY HOSPITAL,SUPERIOR,MT,47.185,-114.87,2800,
MT65,MORGAN RANCHE,BELLE FOURCHE,MT,45.021667,-104.075,3410,
MT66,LIVINGSTON MEMORIAL HOSPITAL,LIVINGSTON,MT,45.648333,-110.56833,4487,
MT67,GRANITE COUNTY MEMORIAL HOSPITAL,PHILIPSBURG,MT,46.33,-113.295,5280,
MT68,WOOD STRIP,HELENA,MT,46.62,-111.93833,3850,
MT69,KEILEY RANCH STRIP,AVON,MT,46.78,-112.665,5200,
MT70,TIBER DAM,TIBER DAM,MT,48.313333,-111.10833,3023,122.9
MT71,EDSALL FIELD,BOZEMAN,MT,45.723333,-111.04333,4659,
MT72,LA VOIE,CORVALLIS,MT,46.346667,-114.17667,3663,
MT73,CAMAS,MISSOULA,MT,46.85,-113.53833,3870,
MT74,SIKORSKI RANCH,EKALAKA,MT,46.106667,-104.415,3330,
MT75,BUCHANAN RANCH,GREAT FALLS,MT,47.43,-111.46,3345,
MT76,SMITH FARMS,GREAT FALLS,MT,47.4,-111.47,3340,
